 8.91250938e+03  7.00477524e+00  8.91250938e+03  1.75548002e+02 
 1.00000000e+04  6.99808597e+00  1.00000000e+04  1.75007327e+02 
 1.12201845e+04  6.98967930e+00  1.12201845e+04  1.74401724e+02 
 1.25892541e+04  6.97911901e+00  1.25892541e+04  1.73723697e+02 
 1.41253754e+04  6.96586080e+00  1.41253754e+04  1.72965003e+02 
 1.58489319e+04  6.94922704e+00  1.58489319e+04  1.72116636e+02 
 1.77827941e+04  6.92837656e+00  1.77827941e+04  1.71168818e+02 
 1.99526231e+04  6.90226890e+00  1.99526231e+04  1.70111035e+02 
 2.23872114e+04  6.86962289e+00  2.23872114e+04  1.68932119e+02 
 2.51188643e+04  6.82886987e+00  2.51188643e+04  1.67620393e+02 
 2.81838293e+04  6.77810267e+00  2.81838293e+04  1.66163912e+02 
 3.16227766e+04  6.71502295e+00  3.16227766e+04  1.64550819e+02 
 3.54813389e+04  6.63689120e+00  3.54813389e+04  1.62769847e+02 
 3.98107171e+04  6.54048651e+00  3.98107171e+04  1.60810991e+02 
 4.46683592e+04  6.42208589e+00  4.46683592e+04  1.58666366e+02 
 5.01187234e+04  6.27747612e+00  5.01187234e+04  1.56331238e+02 
 5.62341325e+04  6.10201315e+00  5.62341325e+04  1.53805186e+02 
 6.30957344e+04  5.89074364e+00  6.30957344e+04  1.51093300e+02 
 7.07945784e+04  5.63859914e+00  7.07945784e+04  1.48207250e+02 
 7.94328235e+04  5.34066294e+00  7.94328235e+04  1.45166025e+02 
 8.91250938e+04  4.99249453e+00  8.91250938e+04  1.41996103e+02 
 1.00000000e+05  4.59047751e+00  1.00000000e+05  1.38730867e+02 
 1.12201845e+05  4.13214126e+00  1.12201845e+05  1.35409170e+02 
 1.25892541e+05  3.61640029e+00  1.25892541e+05  1.32073137e+02 
 1.41253754e+05  3.04366431e+00  1.41253754e+05  1.28765472e+02 
 1.58489319e+05  2.41579600e+00  1.58489319e+05  1.25526665e+02 
 1.77827941e+05  1.73592547e+00  1.77827941e+05  1.22392524e+02 
 1.99526231e+05  1.00815896e+00  1.99526231e+05  1.19392373e+02 
 2.23872114e+05  2.37235764e-01  2.23872114e+05  1.16548071e+02 
 2.51188643e+05 -5.71812380e-01  2.51188643e+05  1.13873859e+02 
 2.81838293e+05 -1.41395753e+00  2.81838293e+05  1.11376856e+02 
 3.16227766e+05 -2.28440375e+00  3.16227766e+05  1.09057998e+02 
 3.54813389e+05 -3.17874118e+00  3.54813389e+05  1.06913187e+02 
 3.98107171e+05 -4.09303240e+00  3.98107171e+05  1.04934468e+02 
 4.46683592e+05 -5.02384459e+00  4.46683592e+05  1.03111110e+02 
 5.01187234e+05 -5.96824260e+00  5.01187234e+05  1.01430528e+02 
 5.62341325e+05 -6.92375712e+00  5.62341325e+05  9.98790094e+01 
 6.30957344e+05 -7.88833934e+00  6.30957344e+05  9.84422681e+01 
 7.07945784e+05 -8.86031035e+00  7.07945784e+05  9.71058300e+01 
 7.94328235e+05 -9.83831092e+00  7.94328235e+05  9.58552879e+01 
 8.91250938e+05 -1.08212550e+01  8.91250938e+05  9.46764483e+01 
 1.00000000e+06 -1.18082891e+01  1.00000000e+06  9.35553962e+01 
 1.12201845e+06 -1.27987572e+01  1.12201845e+06  9.24784972e+01 
 1.25892541e+06 -1.37921739e+01  1.25892541e+06  9.14323540e+01 
 1.41253754e+06 -1.47882022e+01  1.41253754e+06  9.04037299e+01 
 1.58489319e+06 -1.57866391e+01  1.58489319e+06  8.93794461e+01 
 1.77827941e+06 -1.67874061e+01  1.77827941e+06  8.83462616e+01 
 1.99526231e+06 -1.77905462e+01  1.99526231e+06  8.72907383e+01 
 2.23872114e+06 -1.87962268e+01  2.23872114e+06  8.61990943e+01 
 2.51188643e+06 -1.98047483e+01  2.51188643e+06  8.50570470e+01 
 2.81838293e+06 -2.08165599e+01  2.81838293e+06  8.38496467e+01 
 3.16227766e+06 -2.18322825e+01  3.16227766e+06  8.25611009e+01 
 3.54813389e+06 -2.28527402e+01  3.54813389e+06  8.11745892e+01 
 3.98107171e+06 -2.38790011e+01  3.98107171e+06  7.96720674e+01 
 4.46683592e+06 -2.49124300e+01  4.46683592e+06  7.80340605e+01 
 5.01187234e+06 -2.59547543e+01  5.01187234e+06  7.62394422e+01 
 5.62341325e+06 -2.70081448e+01  5.62341325e+06  7.42651959e+01 
 6.30957344e+06 -2.80753154e+01  6.30957344e+06  7.20861496e+01 
 7.07945784e+06 -2.91596417e+01  7.07945784e+06  6.96746695e+01 
 7.94328235e+06 -3.02653030e+01  7.94328235e+06  6.70002787e+01 
 8.91250938e+06 -3.13974462e+01  8.91250938e+06  6.40291468e+01 
 1.00000000e+07 -3.25623741e+01  1.00000000e+07  6.07233419e+01 
 1.12201845e+07 -3.37677524e+01  1.12201845e+07  5.70396578e+01 
 1.25892541e+07 -3.50228301e+01  1.25892541e+07  5.29276794e+01 
 1.41253754e+07 -3.63386522e+01  1.41253754e+07  4.83265031e+01 
 1.58489319e+07 -3.77282256e+01  1.58489319e+07  4.31591046e+01 
 1.77827941e+07 -3.92065382e+01  1.77827941e+07  3.73226314e+01 
 1.99526231e+07 -4.07901803e+01  1.99526231e+07  3.06717183e+01 
 2.23872114e+07 -4.24959182e+01  2.23872114e+07  2.29901338e+01 
 2.51188643e+07 -4.43365018e+01  2.51188643e+07  1.39442010e+01 
 2.81838293e+07 -4.63092955e+01  2.81838293e+07  3.01404307e+00 
 3.16227766e+07 -4.83675708e+01  3.16227766e+07 -1.05718151e+01 
 3.54813389e+07 -5.03596821e+01  3.54813389e+07 -2.77397773e+01 
 3.98107171e+07 -5.19599086e+01  3.98107171e+07 -4.88465041e+01 
 4.46683592e+07 -5.27737896e+01  4.46683592e+07 -7.21941982e+01 
 5.01187234e+07 -5.27306383e+01  5.01187234e+07 -9.41997946e+01 
 5.62341325e+07 -5.21721407e+01  5.62341325e+07 -1.12475428e+02 
 6.30957344e+07 -5.14638628e+01  6.30957344e+07 -1.26983496e+02 
 7.07945784e+07 -5.07981860e+01  7.07945784e+07 -1.38642913e+02 
 7.94328235e+07 -5.02422429e+01  7.94328235e+07 -1.48335053e+02 
 8.91250938e+07 -4.98078526e+01  8.91250938e+07 -1.56688886e+02 
 1.00000000e+08 -4.94877029e+01  1.00000000e+08 -1.64123665e+02 
 1.12201845e+08 -4.92699105e+01  1.12201845e+08 -1.70918766e+02 
 1.25892541e+08 -4.91431992e+01  1.25892541e+08 -1.77264029e+02 
 1.41253754e+08 -4.90984104e+01  1.41253754e+08 -1.83290959e+02 
 1.58489319e+08 -4.91286228e+01  1.58489319e+08 -1.89091416e+02 
 1.77827941e+08 -4.92287588e+01  1.77827941e+08 -1.94728994e+02 
 1.99526231e+08 -4.93950228e+01  1.99526231e+08 -2.00246360e+02 
 2.23872114e+08 -4.96243231e+01  2.23872114e+08 -2.05670513e+02 
 2.51188643e+08 -4.99137592e+01  2.51188643e+08 -2.11017017e+02 
 2.81838293e+08 -5.02602263e+01  2.81838293e+08 -2.16293694e+02 
 3.16227766e+08 -5.06601616e+01  3.16227766e+08 -2.21503825e+02 
 3.54813389e+08 -5.11094260e+01  3.54813389e+08 -2.26648723e+02 
 3.98107171e+08 -5.16032827e+01  3.98107171e+08 -2.31729482e+02 
 4.46683592e+08 -5.21364140e+01  4.46683592e+08 -2.36747868e+02 
 5.01187234e+08 -5.27029267e+01  5.01187234e+08 -2.41706481e+02 
 5.62341325e+08 -5.32963174e+01  5.62341325e+08 -2.46608490e+02 
 6.30957344e+08 -5.39094085e+01  6.30957344e+08 -2.51457218e+02 
 7.07945784e+08 -5.45342909e+01  7.07945784e+08 -2.56255749e+02 
 7.94328235e+08 -5.51623184e+01  7.94328235e+08 -2.61006605e+02 
 8.91250938e+08 -5.57841914e+01  8.91250938e+08 -2.65711396e+02 
 1.00000000e+09 -5.63901533e+01  1.00000000e+09 -2.70370395e+02 
